75.0020262239,70.1220942081,0.444521116648,0.499982625239,21.8761950232,34.4110198158,-0.302589060052,-0.187515198566,44.0088941866,-95.9979609579,-49.9997918389,192.002593914,72.0054199254,-37.4981292128,3.00004052126,0.0390616943837,0.600037061293,-0.799972202689,-0.799972202689,0.600037061293
75.3857799435,70.7245763699,0.439200007953,0.496684917176,22.0994582493,34.6289286709,-0.307185391037,-0.190388877637,42.3258836353,-96.864504173,-49.2994969175,193.253551333,71.3464710098,-38.0119075282,3.00759986266,0.0389076707083,0.593051554959,-0.805164488264,-0.805164488264,0.593051554959
75.7733995539,71.3307838685,0.433798564166,0.493336877883,22.3191767749,34.837822403,-0.311794760273,-0.193282840255,40.6278567199,-97.718711845,-48.5862250673,194.492930651,70.6786694728,-38.5125779687,3.01500631872,0.0387491931775,0.586057390941,-0.810269544364,-0.810269544364,0.586057390941
76.1648212273,71.9405534148,0.428316572871,0.489938155804,22.5351155576,35.0370034797,-0.316415428671,-0.196196821883,38.9150307932,-98.5603584993,-47.8600859567,195.720579393,70.0022447586,-39.000068741,3.02225686975,0.0385863135021,0.579056047977,-0.815287736509,-0.815287736509,0.579056047977
76.5599768816,72.5537092708,0.422753852845,0.486488404067,22.7470307168,35.2257553366,-0.32104554681,-0.199130529421,37.1876270342,-99.3892205056,-47.121186781,196.936349071,69.3174274516,-39.4743168615,3.02934841398,0.0384190907914,0.572048985285,-0.820219457484,-0.820219457484,0.572048985285
76.9587940992,73.1700630254,0.417110256107,0.48298728117,22.9546692733,35.4033422428,-0.325683154765,-0.202083640654,35.4458705084,-100.205076081,-46.3696320149,198.140095232,68.6244491571,-39.9352683365,3.03627776794,0.0382475919907,0.565037641497,-0.825065126939,-0.825065126939,0.565037641497
77.3611959666,73.7894132595,0.411385669846,0.479434451493,23.1577689795,35.56900933,-0.330326181756,-0.205055803383,33.6899901365,-101.007705241,-45.6055232229,199.331677471,67.9235423436,-40.382878297,3.04304166528,0.038071892355,0.558023433581,-0.829825190974,-0.829825190974,0.558023433581
77.7671009114,74.4115452134,0.405580018364,0.475829585831,23.3560581542,35.7219826923,-0.334972446007,-0.208046634549,31.9202186632,-101.796889748,-44.8289588716,200.510959447,67.2149401819,-40.8171111302,3.04963675562,0.0378920759492,0.551007755743,-0.834500121696,-0.834500121696,0.551007755743
78.176422536,75.0362304556,0.399693265006,0.472172361943,23.5492555245,35.8614695581,-0.339619654823,-0.211055719373,30.136792627,-102.572413051,-44.0400341455,201.677808893,66.4988763825,-41.2379406058,3.05605960341,0.0377082361742,0.543991978333,-0.839090416766,-0.839090416766,0.543991978333
78.589069449,75.6632265557,0.393725414099,0.468462465105,23.7370700742,35.9866585395,-0.344265404903,-0.214082610488,28.3399523318,-103.334060235,-43.238840766,202.832097625,65.7755850313,-41.6453499979,3.06230668685,0.0375204763223,0.536977446721,-0.843596598922,-0.843596598922,0.536977446721
79.0049450939,76.2922767621,0.387676512876,0.464699588697,23.9192008996,36.0967199621,-0.348907182912,-0.217126827089,26.5299418183,-104.081617951,-42.425466815,203.973701548,65.0453004219,-42.0393322019,3.0683743968,0.0373289101605,0.529965480172,-0.848019215482,-0.848019215482,0.529965480172
79.4239475754,76.9231096864,0.381546653386,0.460883434783,24.095337075,36.1908062771,-0.35354236633,-0.220187854091,24.7070088378,-104.814874356,-41.5999965626,205.102500654,64.3082568876,-42.4198898453,3.07425903574,0.0371336625442,0.522957370703,-0.85235883783,-0.85235883783,0.522957370703
79.8459694833,77.555438996,0.375335974396,0.457013714727,24.2651575272,36.2680525621,-0.358168224602,-0.223265141301,22.8714048259,-105.533619041,-40.762510301,206.218379025,63.5646886297,-42.7870353927,3.07995681671,0.0369348700615,0.515954381932,-0.856616060884,-0.856616060884,0.515954381932
80.2708977143,78.1889631153,0.369044663259,0.453090149803,24.4283309202,36.3275771099,-0.362781920588,-0.226358102605,21.0233848786,-106.237642965,-39.9130841836,207.321224828,62.8148295456,-43.140791244,3.08546386237,0.0367326817092,0.508957747908,-0.86079150254,-0.86079150254,0.508957747908
80.698613292,78.8233649391,0.362672957763,0.449112471836,24.5845155518,36.3684821113,-0.367380512358,-0.22946611518,19.1632077288,-106.926738377,-39.0517900709,208.410930309,62.0589130544,-43.4811898258,3.09077620404,0.0365272596003,0.501968671926,-0.864885803101,-0.864885803101,0.501968671926
81.1289911854,79.4583115578,0.356221147938,0.445080423847,24.733359263,36.3898544334,-0.371960955323,-0.232588518722,17.2911357246,-107.600698744,-38.1786953841,209.487391782,61.2971719212,-43.8082736751,3.0958897808,0.0363187797046,0.494988325339,-0.868899624685,-0.868899624685,0.494988325339
81.5619001254,80.0934539978,0.34968957783,0.440993760714,24.8744993603,36.3907664962,-0.376520104732,-0.235724614705,15.4074348084,-108.259318667,-37.2938629665,210.550509614,60.5298380798,-44.122095515,3.10080043862,0.0361074326208,0.488017846344,-0.872833650617,-0.872833650617,0.488017846344
81.9972024204,80.7284269778,0.343078647224,0.436852249842,25.007562553,36.3702772495,-0.381054718546,-0.238873665667,13.5123744984,-108.902393805,-36.3973509529,211.600188216,59.7571424545,-44.4227183218,3.10550392959,0.035893424382,0.481058338754,-0.876688584798,-0.876688584798,0.481058338754
82.4347537713,81.3628486823,0.336388813311,0.432655671855,25.1321649063,36.327433252,-0.385561460698,-0.242034894534,11.6062278703,-109.529720788,-35.4892126496,212.636336015,58.9793147805,-44.7102153831,3.10999591115,0.0356769772911,0.474110870765,-0.880465151055,-0.880465151055,0.474110870765
82.874403085,81.9963205565,0.3296205923,0.428403821288,25.2479118107,36.2612698556,-0.39003690476,-0.245207483972,9.68927154114,-110.141097135,-34.5694964237,213.658865439,58.1965834238,-44.9846703459,3.11427194544,0.0354583307885,0.467176473695,-0.884164092477,-0.884164092477,0.467176473695
83.3159922879,82.628427121,0.322774560962,0.424096507297,25.3543979706,36.1708124939,-0.39447753801,-0.248390575786,7.76178565503,-110.736321164,-33.6382456038,214.667692884,57.4091751998,-45.2461772547,3.11832749864,0.0352377423472,0.46025614071,-0.88778617073,-0.88778617073,0.46025614071
83.75935614,83.2587358112,0.315851358094,0.419733554375,25.4512074107,36.0550780769,-0.398879765933,-0.251583270366,5.82405386946,-111.315191906,-32.6954983925,215.662738696,56.6173151914,-45.4948405788,3.12215794048,0.0350154883945,0.45335082554,-0.891332165347,-0.891332165347,0.45335082554
84.2043220481,83.8867968413,0.308851685904,0.415314803082,25.5379135039,35.9130764929,-0.403239917128,-0.254784626175,3.87636334388,-111.877509012,-31.741287791,216.643927126,55.8212265673,-45.7307752281,3.12575854376,0.0347918652578,0.446461441166,-0.894802873013,-0.894802873013,0.446461441166
84.6507098808,84.5121430954,0.301776311311,0.410840110781,25.6140790204,35.743812216,-0.407554248665,-0.257993659294,1.91900472963,-112.423072664,-30.7756415374,217.611186308,55.0211303995,-45.9541065566,3.12912448394,0.0345671901285,0.439588858496,-0.898199106817,-0.898199106817,0.439588858496
85.0983317836,85.1342900484,0.294626067141,0.406309352378,25.6792561998,35.546286019,-0.411818951853,-0.261209343021,-0.0477278385514,-112.951683481,-29.7985820595,218.56444821,54.2172454813,-46.1649703542,3.13225083894,0.0343418020407,0.432733905019,-0.901521695495,-0.901521695495,0.432733905019
85.5469919963,85.7527357165,0.28740185322,0.401722421073,25.732986847,35.3194967905,-0.416030158453,-0.264430607537,-2.0235367493,-113.463142429,-28.8101264417,219.5036486,53.409788145,-46.3635128237,3.13513258886,0.0341160628575,0.425897363439,-0.90477148265,-0.90477148265,0.425897363439
85.9964866715,86.3669606412,0.280104637357,0.397079229118,25.7748024541,35.0624434549,-0.42018394731,-0.267656339631,-4.00812091986,-113.957250722,-27.8102864086,220.428726999,52.5989720806,-46.5498905458,3.13776461594,0.0338903582571,0.419079970287,-0.907949325956,-0.907949325956,0.419079970287
86.4466036963,86.9764279074,0.272735456208,0.392379708572,25.8042243485,34.774126991,-0.424276351407,-0.2708853825,-6.00117579968,-114.433809735,-26.7990683249,221.33962663,51.7850081553,-46.7242704283,3.14014170461,0.0336650987099,0.41228241451,-0.911056096344,-0.911056096344,0.41228241451
86.8971225162,87.5805831977,0.265295416009,0.387623812066,25.8207638686,34.4535525475,-0.42830336533,-0.274116535623,-8.0023933723,-114.892620905,-25.7764732128,222.236294375,50.9681042335,-46.8868296408,3.14225854159,0.0334407204352,0.405505336041,-0.914092677163,-0.914092677163,0.405505336041
